,Hãng xe,Tên xe,Giá (VNĐ),Năm sản xuất,Dòng xe,Số chỗ ngồi,Nguyên liệu,Dung tích (L),Xuất xứ,Hộp số
5652,Kia, Sorento Signature 2.5 AT AWD - 2023,"1,259,000,000",2023,SUV,6 ,Xăng,2.5,Lắp ráp trong nước,Số tự động
5653,Kia, Sorento Signature 2.5 AT AWD - 2023,"1,269,000,000",2023,SUV,7 ,Xăng,2.5,Lắp ráp trong nước,Số tự động
5654,Kia, Carnival Premium 2.2D 8S - 2023,"1,369,000,000",2023,Van/Minivan,8 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5655,Mazda, cx3 Luxury 1.5 AT - 2023,"615,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5656,Hyundai, SantaFe Cao cấp 2.2L HTRAC - 2022,"1,210,000,000",2022,SUV,7 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5657,Hyundai, Tucson 2.0 AT Tiêu chuẩn - 2022,"758,000,000",2022,Crossover,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5658,Hyundai, Stargazer Đặc biệt 1.5 AT - 2022,"543,000,000",2022,Van/Minivan,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5659,Suzuki, Ciaz 1.4 AT - 2022,"534,000,000",2022,Sedan,5 ,Xăng,1.4,Nhập khẩu,Số tự động
5660,Mitsubishi, Xpander Premium 1.5 AT - 2023,"645,000,000",2023,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5661,Hyundai, County Limousine VIP - 2019,"1,389,000,000",2019,Van/Minivan,20 ,Dầu,0,Nhập khẩu,Số tay
5662,Kia, Sonet Premium 1.5 AT - 2022,"594,000,000",2022,Crossover,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5663,Hyundai, Accent 1.4 AT Đặc Biệt - 2022,"484,000,000",2022,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tự động
5664,Hyundai, SantaFe Cao cấp 2.2L HTRAC - 2022,"1,183,000,000",2022,SUV,7 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5665,Toyota, Fortuner Legender 2.4L 4x2 AT - 2022,"1,109,000,000",2022,SUV,7 ,Dầu,2.4,Lắp ráp trong nước,Số tự động
5666,Ford, Ranger XL 2.0L 4x4 MT - 2023,"560,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tay
5667,Ford, Ranger XLS 2.0L 4x2 AT - 2023,"648,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5668,Ford, Ranger XLS 2.0L 4x2 AT - 2023,"648,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5669,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"895,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5670,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"895,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5671,Ford, Ranger XLS 2.0L 4x2 AT - 2023,"653,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5672,Mitsubishi, Outlander 2.0 CVT - 2023,"825,000,000",2023,SUV,7 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5673,Ford, Territory Titanium X 1.5 AT - 2023,"904,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5674,Mazda, CX 30 Premium 2.0 AT - 2023,"769,000,000",2023,Crossover,5 ,Xăng,2.0,Nhập khẩu,Số tự động
5675,Mazda, 2 Premium - 2023,"549,000,000",2023,Sedan,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5676,Mazda, cx3 Premium 1.5 AT - 2023,"661,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5677,Mazda, CX 30 Luxury 2.0 AT - 2023,"741,000,000",2023,Crossover,5 ,Xăng,2.0,Nhập khẩu,Số tự động
5678,Mazda, 3 1.5L Premium - 2023,"734,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5679,Mazda, cx3 Luxury 1.5 AT - 2023,"615,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5680,Volkswagen, Tiguan Elegance - 2022,"1,499,000,000",2022,SUV,7 ,Xăng,2.0,Nhập khẩu,Số tự động
5681,Hyundai, Accent 1.4 AT - 2023,"466,000,000",2023,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tự động
5682,Toyota, Camry 2.0Q - 2023,"1,208,000,000",2023,Sedan,5 ,Xăng,2.0,Nhập khẩu,Số tự động
5683,Toyota, Vios G 1.5 CVT - 2023,"592,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5684,Hyundai, Stargazer Cao cấp 1.5 AT - 2022,"600,000,000",2022,Van/Minivan,6 ,Xăng,1.5,Nhập khẩu,Số tự động
5685,Ford, Everest Sport 2.0L 4x2 AT - 2023,"1,148,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5686,Ford, Ranger Raptor - 2023,"1,299,000,000",2023,Bán tải / Pickup,5 ,Dầu,0,Nhập khẩu,Số tự động
5687,Ford, Ranger XL 2.0L 4x4 MT - 2023,"619,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tay
5688,Mitsubishi, Xpander 1.5 AT - 2023,"555,000,000",2023,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5689,Hyundai, i10 1.2 AT - 2023,"408,000,000",2023,Hatchback,5 ,Xăng,1.25,Lắp ráp trong nước,Số tự động
5690,Kia, Sonet Premium 1.5 AT - 2022,"660,000,000",2022,Crossover,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5691,Ford, Ranger XL 2.0L 4x4 MT - 2023,"629,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tay
5692,Peugeot, 3008 AT - 2023,"950,000,000",2023,Crossover,5 ,Xăng,1.6,Lắp ráp trong nước,Số tự động
5693,BMW, 3 Series 320i Sport Line - 2022,"1,399,000,000",2022,Sedan,5 ,Xăng,2.0,Nhập khẩu,Số tự động
5694,Mazda, 3 1.5L Deluxe - 2022,"604,000,000",2022,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5695,VinFast, Lux A 2.0 Cao cấp - 2022,"981,000,000",2022,Sedan,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5696,Toyota, Raize G 1.0 CVT - 2023,"560,000,000",2023,SUV,5 ,Xăng,1.0,Nhập khẩu,Số tự động
5697,Toyota, Corolla Cross 1.8HV - 2023,"963,000,000",2023,SUV,5 ,Hybrid,1.8,Nhập khẩu,Số tự động
5698,Hyundai, Elantra 1.6 AT Đặc biệt - 2022,"619,000,000",2022,Sedan,5 ,Xăng,1.6,Lắp ráp trong nước,Số tự động
5699,Hyundai, Elantra 2.0 AT Cao cấp - 2023,"698,000,000",2023,Sedan,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5700,Honda, City RS 1.5 AT - 2023,"534,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5701,Ford, Ranger XLS 2.0L 4x2 AT - 2023,"648,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5702,Ford, Everest Sport 2.0L 4x2 AT - 2023,"1,148,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5703,Toyota, Camry 2.5Q - 2023,"1,325,000,000",2023,Sedan,5 ,Xăng,2.5,Nhập khẩu,Số tự động
5704,Honda, City RS 1.5 AT - 2023,"534,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5705,Hyundai, Tucson 2.0 AT Tiêu chuẩn - 2022,"795,000,000",2022,Crossover,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5706,Ford, Transit Tiêu chuẩn - 2023,"825,000,000",2023,Van/Minivan,16 ,Dầu,2.2,Lắp ráp trong nước,Số tay
5707,Ford, Ranger Raptor 2.0L 4x4 AT - 2023,"1,299,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Nhập khẩu,Số tự động
5708,Toyota, Veloz Cross Top 1.5 CVT - 2022,"698,000,000",2022,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5709,Hyundai, Mighty 75S Thùng bạt - 2023,"699,000,000",2023,Truck,3 ,Dầu,0,Lắp ráp trong nước,Số tay
5710,Honda, City G 1.5 AT - 2023,"509,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5711,Hyundai, Porter Thùng KÍn Inox - 2023,"400,000,000",2023,Truck,3 ,Dầu,0,Lắp ráp trong nước,Số tay
5712,Honda, Civic RS 1.5 AT - 2023,"850,000,000",2023,Sedan,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5713,Mitsubishi, Pajero Sport 2.4D 4x2 AT - 2022,"1,080,000,000",2022,SUV,7 ,Dầu,2.4,Nhập khẩu,Số tự động
5714,Hyundai, Accent 1.4 MT - 2022,"449,000,000",2022,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tay
5715,Toyota, Corolla Cross 1.8V - 2022,"746,000,000",2022,SUV,5 ,Xăng,1.8,Nhập khẩu,Số tự động
5716,Honda, City RS 1.5 AT - 2023,"534,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5717,Ford, Everest Wildtrak 2.0L 4x4 AT - 2023,"1,479,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5718,Ford, Ranger XL 2.0L 4x4 MT - 2023,"619,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tay
5719,Volkswagen, Polo 1.6 AT - 2022,"695,000,000",2022,Hatchback,5 ,Xăng,1.6,Nhập khẩu,Số tự động
5720,Kia, Sonet Premium 1.5 AT - 2022,"594,000,000",2022,Crossover,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5721,Kia, K5 Premium 2.0 AT - 2022,"949,000,000",2022,Sedan,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5722,Toyota, Corolla Cross 1.8HV - 2022,"955,000,000",2022,SUV,5 ,Hybrid,1.8,Nhập khẩu,Số tự động
5723,Toyota, Veloz Cross Top 1.5 CVT - 2023,"678,000,000",2023,SUV,7 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5724,Suzuki, Super Carry Van Blind Van - 2022,"269,000,000",2022,Van/Minivan,2 ,Xăng,1.0,Lắp ráp trong nước,Số tay
5725,Toyota, Camry 2.0Q - 2022,"1,185,000,000",2022,Sedan,5 ,Xăng,2.0,Nhập khẩu,Số tự động
5726,Toyota, Innova G 2.0 AT - 2023,"840,000,000",2023,Crossover,8 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5727,Toyota, Innova E 2.0 MT - 2023,"715,000,000",2023,Crossover,8 ,Xăng,2.0,Lắp ráp trong nước,Số tay
5728,Honda, City G 1.5 AT - 2023,"1,200,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5729,Hyundai, i10 1.2 AT - 2022,"405,000,000",2022,Sedan,5 ,Xăng,1.25,Lắp ráp trong nước,Số tự động
5730,Suzuki, XL7 1.5 AT - 2022,"564,000,000",2022,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5731,Nissan, Almera VL 1.0 CVT Cao cấp - 2023,"550,000,000",2023,Sedan,5 ,Xăng,1.0,Nhập khẩu,Số tự động
5732,MG, ZS Luxury 1.5 AT 2WD - 2022,"588,000,000",2022,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5733,Mazda, 6 Premium 2.0 AT - 2023,"899,000,000",2023,Sedan,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5734,Mazda, cx3 Premium - 2023,"666,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5735,Hyundai, Mighty N250SL Chở Gia Súc - 2023,"645,000,000",2023,Truck,3 ,Dầu,0,Lắp ráp trong nước,Số tay
5736,Hyundai, Accent 1.4 AT Đặc Biệt - 2023,"545,000,000",2023,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tự động
5737,Honda, Civic RS 1.5 AT - 2023,"850,000,000",2023,Sedan,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5738,Ford, Ranger XL 2.0L 4x4 MT - 2023,"619,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tay
5739,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"932,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5740,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,445,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5741,Ford, Ranger XLS 2.0L 4x2 AT - 2023,"650,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5742,Ford, Territory Titanium X 1.5 AT - 2023,"954,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5743,Mitsubishi, Outlander 2.0 CVT - 2023,"760,000,000",2023,SUV,7 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5744,Ford, Ranger Raptor 2.0L 4x4 AT - 2023,"1,300,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Nhập khẩu,Số tự động
5745,BMW, 3 Series 320i Sport Line - 2023,"1,499,000,000",2023,Sedan,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5746,Toyota, Vios E 1.5 MT - 2023,"450,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tay
5747,MG, ZS Standard 1.5 AT 2WD - 2022,"500,000,000",2022,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5748,Mazda, cx3 Luxury 1.5 AT - 2022,"629,000,000",2022,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5749,Hyundai, Stargazer Cao cấp 1.5 AT - 2023,"585,000,000",2023,Van/Minivan,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5750,Hyundai, Stargazer Đặc biệt 1.5 AT - 2023,"538,000,000",2023,Van/Minivan,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5751,Hyundai, Stargazer Tiêu chuẩn 1.5 AT - 2023,"493,000,000",2023,Van/Minivan,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5752,Mitsubishi, Xpander Premium 1.5 AT - 2023,"658,000,000",2023,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5753,Subaru, Forester 2.0i-L - 2022,"869,000,000",2022,SUV,5 ,Xăng,2.0,Nhập khẩu,Số tự động
5754,Toyota, Veloz Cross 1.5 CVT - 2023,"605,000,000",2023,SUV,7 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5755,Nissan, Almera VL 1.0 CVT Cao cấp - 2022,"528,000,000",2022,Sedan,5 ,Xăng,1.0,Nhập khẩu,Số tự động
5756,Mercedes, Benz C class C200 Avantgarde - 2022,"1,450,000,000",2022,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5757,Mazda, CX8 Luxury - 2023,"999,000,000",2023,SUV,7 ,Xăng,2.5,Lắp ráp trong nước,Số tự động
5758,Mazda, CX5 Luxury 2.0 AT - 2023,"799,000,000",2023,SUV,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5759,Kia, Carnival Luxury 2.2D - 2023,"1,289,000,000",2023,Van/Minivan,8 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5760,Mazda, 2 Luxury - 2022,"504,000,000",2022,Sedan,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5761,Nissan, Almera VL 1.0 CVT Cao cấp - 2023,"530,000,000",2023,Sedan,5 ,Xăng,1.0,Nhập khẩu,Số tự động
5762,Hyundai, i10 1.2 AT - 2023,"410,000,000",2023,Hatchback,5 ,Xăng,1.25,Lắp ráp trong nước,Số tự động
5763,Mazda, CX 30 Premium 2.0 AT - 2023,"777,000,000",2023,Crossover,5 ,Xăng,2.0,Nhập khẩu,Số tự động
5764,Mazda, CX5 Premium 2.0 AT - 2023,"819,000,000",2023,SUV,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5765,Toyota, Veloz Cross 1.5 CVT - 2023,"658,000,000",2023,SUV,7 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5766,Toyota, Corolla Cross 1.8G - 2023,"755,000,000",2023,SUV,5 ,Xăng,1.8,Nhập khẩu,Số tự động
5767,Toyota, Corolla Cross 1.8HV - 2023,"955,000,000",2023,SUV,5 ,Hybrid,1.8,Nhập khẩu,Số tự động
5768,MG, 5 Luxury 1.5 AT - 2022,"523,000,000",2022,Sedan,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5769,Hyundai, SantaFe Tiêu chuẩn 2.5L - 2023,"1,015,000,000",2023,SUV,7 ,Xăng,2.5,Lắp ráp trong nước,Số tự động
5770,Hyundai, Stargazer Đặc biệt 1.5 AT - 2022,"565,000,000",2022,Van/Minivan,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5771,Suzuki, XL7 1.5 AT - 2022,"564,000,000",2022,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5772,Toyota, Hilux 2.4L 4x2 AT - 2023,"852,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.4,Nhập khẩu,Số tự động
5773,Toyota, Camry 2.5Q - 2023,"1,370,000,000",2023,Sedan,5 ,Xăng,2.5,Nhập khẩu,Số tự động
5774,Ford, Everest Sport 2.0L 4x2 AT - 2023,"1,178,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5775,Ford, Ranger Raptor 2.0L 4x4 AT - 2023,"1,299,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Nhập khẩu,Số tự động
5776,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,468,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5777,Ford, Transit Tiêu chuẩn - 2023,"849,000,000",2023,Van/Minivan,16 ,Dầu,2.2,Lắp ráp trong nước,Số tay
5778,Ford, Ranger Raptor 2.0L 4x4 AT - 2023,"1,299,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Nhập khẩu,Số tự động
5779,Ford, Transit Tiêu chuẩn - 2023,"810,000,000",2023,Van/Minivan,16 ,Dầu,2.2,Lắp ráp trong nước,Số tay
5780,Ford, Territory Titanium X 1.5 AT - 2023,"901,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5781,Ford, Ranger Sport AT 4x4 - 2023,"864,000,000",2023,Bán tải / Pickup,5 ,Dầu,0,Nhập khẩu,Số tự động
5782,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,459,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5783,Mazda, CX8 Luxury - 2023,"999,000,000",2023,SUV,7 ,Xăng,2.5,Lắp ráp trong nước,Số tự động
5784,Ford, Territory Trend 1.5 AT - 2023,"767,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5785,Ford, Territory Trend 1.5 AT - 2023,"766,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5786,Subaru, Forester 2.0i-L EyeSight - 2023,"1,033,000,000",2023,SUV,5 ,Xăng,2.0,Nhập khẩu,Số tự động
5787,Toyota, Raize G 1.0 CVT - 2023,"550,000,000",2023,SUV,5 ,Xăng,1.0,Nhập khẩu,Số tự động
5788,Mitsubishi, Xpander Cross 1.5 AT - 2023,"700,000,000",2023,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5789,Ford, Territory Trend 1.5 AT - 2023,"772,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5790,Honda, HRV G - 2023,"699,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5791,Hyundai, Porter H150 Chở Gia Cầm - 2023,"485,000,000",2023,Truck,3 ,Dầu,0,Lắp ráp trong nước,Số tay
5792,Peugeot, 2008 GT Line 1.2 AT - 2023,"799,000,000",2023,Crossover,5 ,Xăng,1.2,Lắp ráp trong nước,Số tự động
5793,Subaru, Forester 2.0i-S EyeSight - 2023,"1,127,000,000",2023,SUV,5 ,Xăng,2.0,Nhập khẩu,Số tự động
5794,Ford, Transit Limousine - 2023,"1,190,000,000",2023,Van/Minivan,10 ,Dầu,2.2,Lắp ráp trong nước,Số tay
5795,Ford, Everest Titanium 2.0L 4x2 AT - 2023,"1,299,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5796,Ford, Everest Titanium 2.0L 4x2 AT - 2023,"1,299,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5797,Ford, Ranger XLT 2.0L 4x4 AT - 2022,"830,000,000",2022,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5798,Honda, HRV G - 2023,"694,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5799,Ford, Territory Titanium 1.5 AT - 2023,"900,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5800,Toyota, Veloz Cross Top 1.5 CVT - 2023,"640,000,000",2023,SUV,7 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5801,Toyota, Vios G 1.5 CVT - 2023,"562,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5802,Ford, Territory Titanium X 1.5 AT - 2023,"903,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5803,Toyota, Corolla Cross 1.8V - 2022,"846,000,000",2022,SUV,5 ,Xăng,1.8,Nhập khẩu,Số tự động
5804,Ford, Everest Ambiente 2.0L 4x2 AT - 2023,"1,069,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5805,Ford, Territory Titanium X 1.5 AT - 2023,"909,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5806,Ford, Everest Sport 2.0L 4x2 AT - 2022,"1,166,000,000",2022,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5807,Ford, Territory Titanium 1.5 AT - 2023,"860,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5808,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"930,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5809,Ford, Ranger XLS 2.0L 4x2 AT - 2023,"630,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5810,Ford, Ranger XLS 2.0L 4x2 AT - 2023,"688,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5811,Mitsubishi, Attrage 1.2 CVT - 2023,"465,000,000",2023,Sedan,5 ,Xăng,1.2,Nhập khẩu,Số tự động
5812,Hyundai, Creta Đặc biệt 1.5 AT - 2023,"648,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5813,Hyundai, Accent 1.4 AT Đặc Biệt - 2023,"502,000,000",2023,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tự động
5814,Ford, Everest Wildtrak 2.0L 4x4 AT - 2023,"1,499,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5815,Mitsubishi, Outlander 2.0 CVT - 2023,"750,000,000",2023,SUV,7 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5816,Honda, City L 1.5 AT - 2023,"504,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5817,Honda, City RS 1.5 AT - 2023,"536,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5818,Hyundai, Creta Cao cấp 1.5 AT - 2022,"685,000,000",2022,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5819,Mazda, CX 30 Luxury 2.0 AT - 2023,"849,000,000",2023,Crossover,5 ,Xăng,2.0,Nhập khẩu,Số tự động
5820,Honda, HRV G - 2023,"694,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5821,Honda, Accord 1.5 AT - 2023,"1,319,000,000",2023,Sedan,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5822,Mitsubishi, Pajero Sport 2.4D 4x2 AT - 2022,"1,100,000,000",2022,SUV,7 ,Dầu,2.4,Nhập khẩu,Số tự động
5823,Toyota, Raize G 1.0 CVT - 2023,"555,000,000",2023,SUV,5 ,Xăng,1.0,Nhập khẩu,Số tự động
5824,Ford, Transit Tiêu chuẩn - 2023,"839,000,000",2023,Van/Minivan,16 ,Dầu,2.2,Lắp ráp trong nước,Số tay
5825,Honda, City L 1.5 AT - 2023,"509,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5826,Kia, Carnival Luxury 2.2D - 2022,"1,289,000,000",2022,Van/Minivan,8 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5827,Kia, Carnival Signature 2.2D - 2022,"1,529,000,000",2022,Van/Minivan,7 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5828,Kia, Carnival Signature 2.2D - 2022,"1,529,000,000",2022,Van/Minivan,7 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5829,Kia, Carnival Signature 2.2D - 2022,"1,529,000,000",2022,Van/Minivan,7 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5830,Ford, Territory Titanium 1.5 AT - 2023,"858,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5831,Ford, Territory Titanium X 1.5 AT - 2023,"896,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5832,Ford, Territory Trend 1.5 AT - 2023,"771,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5833,Toyota, Corolla altis 1.8V - 2022,"720,000,000",2022,Sedan,5 ,Xăng,1.8,Nhập khẩu,Số tự động
5834,Ford, Everest Titanium 2.0L 4x2 AT - 2023,"1,245,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5835,Peugeot, 5008 GT 1.6 AT - 2022,"1,292,000,000",2022,SUV,7 ,Xăng,1.6,Lắp ráp trong nước,Số tự động
5836,Honda, CRV L - 2023,"978,000,000",2023,SUV,7 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5837,Honda, CRV L - 2023,"1,123,000,000",2023,SUV,7 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5838,Honda, City L 1.5 AT - 2023,"500,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5839,Ford, Ranger XL 2.0L 4x4 MT - 2023,"630,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tay
5840,Ford, Territory Titanium X 1.5 AT - 2023,"945,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
